frame.number,time.delta.prevPkt,ping.missed,kalive.Violated,Direction,tcp.stream,mqtt.len,mqtt.hdrflags,mqtt.msgtype,mqtt.hdr_reserved,mqtt.dupflag,mqtt.qos,mqtt.retain,mqtt.conack.flags.reserved,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.msgid,mqtt.topic_len,mqtt.topic,mqtt.topic.null,mqtt.topic.invalidUTF,mqtt.topic.empty,mqtt.topic.wildcard,mqtt.willtopic_len,mqtt.willtopic,mqtt.willtopic.null,mqtt.willtopic.empty,mqtt.willtopic.wildcard,mqtt.willmsg_len,mqtt.msg.empty,mqtt.proto_len,mqtt.protoname,mqtt.clientid_len,mqtt.clientid,mqtt.ver,mqtt.conflags,mqtt.conflag.retain,mqtt.conflag.qos,mqtt.conflag.willflag,mqtt.conflag.cleansess,mqtt.conflag.reserved,mqtt.kalive,mqtt.subscription_options,mqtt.subscription_options_qos,mqtt.subscription_options_nl,mqtt.subscription_options_rap,mqtt.subscription_options_retain,mqtt.subscription_options_reserved,mqtt.connack.reason_code,mqtt.puback.reason_code,mqtt.suback.reason_code,mqtt.unsuback.reason_code,mqtt.disconnect.reason_code,Target,Tag,Des
18642,0.003157,0,0,3,508,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18645,0.005154,0,0,2,508,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18647,0.00224,0,0,3,508,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18748,0.48204,0,0,2,508,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_515,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
18750,0.00256,0,0,3,508,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
18851,0.90064,0,0,2,508,122,53,3,,FALSE,2,TRUE,,,,,1,33,hospital/event/bp/sensor_rand_516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18856,0.00352,0,0,3,508,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18865,0.011022,0,0,2,508,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18867,0.004979,0,0,3,508,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18967,0.560251,0,0,2,508,122,52,3,,FALSE,2,FALSE,,,,,1,33,hospital/event/bp/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18968,0.005072,0,0,3,508,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18973,0.00593,0,0,2,508,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18975,0.003491,0,0,3,508,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19068,0.732439,0,0,2,508,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_518,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
19071,0.006443,0,0,3,508,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
19104,0.290608,0,0,3,508,100,48,3,,FALSE,0,FALSE,,,,,,39,hospital/status/battery/sensor_rand_518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19326,1.51985,0,0,2,508,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17598,0,0,0,2,509,56,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,16,MIX_FULL_MIX_510,5,194,FALSE,0,FALSE,TRUE,FALSE,25,,,,,,,,,,,,0,-1,
17601,0.00687,0,0,3,509,9,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
17605,0.005736,0,0,2,509,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17607,0.002175,0,0,3,509,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
19622,13.56686,0,0,2,509,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19624,0.002292,0,0,3,509,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
19776,1.670217,0,0,2,509,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_514,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
19780,0.006684,0,0,3,509,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
20878,8.279359,0,0,2,509,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
20881,0.003943,0,0,3,509,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
21133,1.608626,0,0,2,509,122,52,3,,FALSE,2,FALSE,,,,,1,33,hospital/event/bp/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
21135,0.003276,0,0,3,509,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
21138,0.004654,0,0,2,509,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
21139,0.002646,0,0,3,509,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
21214,0.49931,0,0,2,509,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_518,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
21215,0.003943,0,0,3,509,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
21452,1.520549,0,0,2,509,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_519,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
21454,0.002579,0,0,3,509,106,49,3,,FALSE,0,TRUE,,,,,,39,hospital/status/battery/sensor_rand_519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
21454,0,0,0,3,509,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
21666,1.450372,0,0,2,509,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17674,0,0,0,2,510,161,16,1,0,,,,,,,,,,,,,,,27,mixed/MIX_FULL_MIX_511/will,,,,39,,4,MQTT,16,MIX_FULL_MIX_511,5,206,FALSE,1,TRUE,TRUE,FALSE,7,,,,,,,,,,,,0,-1,
17676,0.006192,0,0,3,510,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
17680,0.00823,0,0,2,510,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_511,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
17681,0.003368,0,0,3,510,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
17964,1.563109,0,0,2,510,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_512,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
17965,0.003725,0,0,3,510,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
18118,1.248991,0,0,2,510,104,49,3,,FALSE,0,TRUE,,,,,,39,hospital/status/battery/sensor_rand_513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18213,0.610811,0,0,2,510,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_514,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
18214,0.004683,0,0,3,510,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
18537,1.801683,0,0,2,510,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_515,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
18540,0.00239,0,0,3,510,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
18705,1.536267,0,0,2,510,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_516,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
18707,0.003555,0,0,3,510,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
18940,1.393138,0,0,2,510,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18942,0.002869,0,0,3,510,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
19102,1.1894,0,0,2,510,98,48,3,,FALSE,0,FALSE,,,,,,39,hospital/status/battery/sensor_rand_518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19200,0.643213,0,0,2,510,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_519,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
19202,0.004185,0,0,3,510,106,49,3,,FALSE,0,TRUE,,,,,,39,hospital/status/battery/sensor_rand_519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19203,0.000108,0,0,3,510,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
19399,1.174513,0,0,2,510,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_520,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
19400,0.004191,0,0,3,510,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
19488,1.050957,0,0,2,510,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19489,0.004076,0,0,3,510,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
20396,6.898038,0,0,2,510,0,192,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
20397,0.003774,0,0,3,510,0,208,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
20530,1.276026,0,0,2,510,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
20532,0.006462,0,0,3,510,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
20653,1.046476,0,0,2,510,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17751,0,0,0,2,511,161,16,1,0,,,,,,,,,,,,,,,27,mixed/MIX_FULL_MIX_512/will,,,,39,,4,MQTT,16,MIX_FULL_MIX_512,5,238,TRUE,1,TRUE,TRUE,FALSE,30,,,,,,,,,,,,0,-1,
17754,0.025903,0,0,3,511,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
17817,0.394507,0,0,2,511,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17764,0,0,0,2,512,90,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,16,MIX_FULL_MIX_513,5,194,FALSE,0,FALSE,TRUE,FALSE,6,,,,,,,,,,,,0,-1,
17768,0.007044,0,0,3,512,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
17772,0.006874,0,0,2,512,41,130,8,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_513,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
17774,0.002538,0,0,3,512,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
17921,0.862105,0,0,2,512,38,162,10,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17922,0.00426,0,0,3,512,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
18083,1.189089,0,0,2,512,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17794,0,0,0,2,513,161,16,1,0,,,,,,,,,,,,,,,27,mixed/MIX_FULL_MIX_514/will,,,,39,,4,MQTT,16,MIX_FULL_MIX_514,5,206,FALSE,1,TRUE,TRUE,FALSE,6,,,,,,,,,,,,0,-1,
17798,0.003206,0,0,3,513,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
17803,0.005829,0,0,2,513,98,48,3,,FALSE,0,FALSE,,,,,,39,hospital/status/battery/sensor_rand_514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17899,0.591168,0,0,2,513,38,162,10,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17901,0.002739,0,0,3,513,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
18106,1.553221,0,0,2,513,38,162,10,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18107,0.003933,0,0,3,513,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
18354,1.676838,0,0,2,513,41,130,8,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
18355,0.00299,0,0,3,513,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
18532,0.759747,0,0,2,513,38,162,10,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18533,0.003572,0,0,3,513,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
18614,0.949734,0,0,2,513,104,49,3,,FALSE,0,TRUE,,,,,,39,hospital/status/battery/sensor_rand_519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18758,0.780347,0,0,2,513,41,130,8,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_520,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
18759,0.002795,0,0,3,513,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
18970,1.384913,0,0,3,513,122,48,3,,FALSE,0,FALSE,,,,,,33,hospital/event/bp/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19035,0.467971,0,0,2,513,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17825,0,0,0,2,514,166,16,1,0,,,,,,,,,,,,,,,27,mixed/MIX_FULL_MIX_515/will,,,,39,,4,MQTT,16,MIX_FULL_MIX_515,5,204,FALSE,1,TRUE,FALSE,FALSE,25,,,,,,,,,,,,0,-1,
17826,0.005605,0,0,3,514,53,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
17828,0.005112,0,0,2,514,41,130,8,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_515,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
17829,0.002942,0,0,3,514,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
17986,0.791383,0,0,2,514,38,162,10,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17987,0.001999,0,0,3,514,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
18101,0.943511,0,0,2,514,41,130,8,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
18103,0.005686,0,0,3,514,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
18357,1.796203,0,0,2,514,38,162,10,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18362,0.005465,0,0,3,514,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
18594,1.511679,0,0,2,514,41,130,8,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_519,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
18596,0.004792,0,0,3,514,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
18969,2.325189,0,0,3,514,122,48,3,,FALSE,0,FALSE,,,,,,33,hospital/event/bp/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19722,5.836305,0,0,2,514,98,48,3,,FALSE,0,FALSE,,,,,,39,hospital/status/battery/sensor_rand_521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19789,0.662115,0,0,2,514,38,162,10,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19793,0.004089,0,0,3,514,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
20827,7.871572,0,0,2,514,41,130,8,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_524,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
20828,0.00342,0,0,3,514,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
21036,1.405392,0,0,2,514,41,130,8,2,,,,,,,,65526,33,hospital/event/bp/sensor_rand_525,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
21037,0.003336,0,0,3,514,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
21134,0.599989,0,0,3,514,122,48,3,,FALSE,0,FALSE,,,,,,33,hospital/event/bp/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
21385,1.472492,0,0,2,514,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17863,0,0,0,2,515,56,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,16,MIX_FULL_MIX_516,5,194,FALSE,0,FALSE,TRUE,FALSE,15,,,,,,,,,,,,0,-1,
17864,0.004639,0,0,3,515,9,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
17866,0.006024,0,0,2,515,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_516,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
17867,0.003298,0,0,3,515,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
18073,1.408422,0,0,2,515,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
18076,0.003241,0,0,3,515,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
18271,1.145533,0,0,2,515,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_518,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
18272,0.003625,0,0,3,515,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
18345,0.737052,0,0,2,515,77,50,3,,FALSE,1,FALSE,,,,,1,33,hospital/vital/hr/sensor_rand_519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18346,0.002171,0,0,3,515,2,64,4,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18423,0.267719,0,0,2,515,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18426,0.003717,0,0,3,515,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
18620,1.551263,0,0,2,515,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17880,0,0,0,2,516,166,16,1,0,,,,,,,,,,,,,,,27,mixed/MIX_FULL_MIX_517/will,,,,39,,4,MQTT,16,MIX_FULL_MIX_517,5,236,TRUE,1,TRUE,FALSE,FALSE,5,,,,,,,,,,,,0,-1,
17881,0.003143,0,0,3,516,53,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
17884,0.008129,0,0,2,516,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
17887,0.003562,0,0,3,516,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
18006,0.676012,0,0,2,516,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_518,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
18008,0.006064,0,0,3,516,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
18237,1.66616,0,0,2,516,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18238,0.003265,0,0,3,516,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
18977,4.897683,0,0,2,516,0,192,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
18978,0.003094,0,0,3,516,0,208,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19103,0.962798,0,0,3,516,100,48,3,,FALSE,0,FALSE,,,,,,39,hospital/status/battery/sensor_rand_518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19426,2.240006,0,0,2,516,122,52,3,,FALSE,2,FALSE,,,,,1,33,hospital/event/bp/sensor_rand_521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19427,0.002193,0,0,3,516,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19432,0.005488,0,0,2,516,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19435,0.00244,0,0,3,516,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19543,0.7889,0,0,2,516,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19544,0.002464,0,0,3,516,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
19655,1.040041,0,0,2,516,44,162,10,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
19656,0.002767,0,0,3,516,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
19822,1.567795,0,0,2,516,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_524,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
19823,0.003872,0,0,3,516,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
20027,1.038834,0,0,2,516,47,130,8,2,,,,,,,,65526,39,hospital/status/battery/sensor_rand_525,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
20030,0.003235,0,0,3,516,100,49,3,,FALSE,0,TRUE,,,,,,39,hospital/status/battery/sensor_rand_525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
20031,0.000176,0,0,3,516,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
