frame.number,time.delta.prevPkt,ping.missed,kalive.Violated,Direction,tcp.stream,mqtt.len,mqtt.hdrflags,mqtt.msgtype,mqtt.hdr_reserved,mqtt.dupflag,mqtt.qos,mqtt.retain,mqtt.conack.flags.reserved,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.msgid,mqtt.topic_len,mqtt.topic,mqtt.topic.null,mqtt.topic.invalidUTF,mqtt.topic.empty,mqtt.topic.wildcard,mqtt.willtopic_len,mqtt.willtopic.null,mqtt.willtopic.empty,mqtt.willtopic.wildcard,mqtt.willmsg_len,mqtt.msg.empty,mqtt.proto_len,mqtt.protoname,mqtt.clientid_len,mqtt.clientid,mqtt.ver,mqtt.conflags,mqtt.conflag.retain,mqtt.conflag.qos,mqtt.conflag.willflag,mqtt.conflag.cleansess,mqtt.conflag.reserved,mqtt.kalive,mqtt.subscription_options,mqtt.subscription_options_qos,mqtt.subscription_options_nl,mqtt.subscription_options_rap,mqtt.subscription_options_retain,mqtt.subscription_options_reserved,mqtt.connack.reason_code,mqtt.puback.reason_code,mqtt.suback.reason_code,mqtt.unsuback.reason_code,mqtt.disconnect.reason_code,Target,TAG,Des
11123,1.130127,0,0,0,298,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10328,0,0,0,0,299,134,16,1,0,,,,,,,,,,,,,,27,,,,39,,4,MQTT,16,MIX_FULL_MIX_300,5,14,FALSE,1,TRUE,TRUE,FALSE,17,,,,,,,,,,,,0,,
10334,0.006058,0,0,1,299,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
10343,0.007643,0,0,0,299,125,52,3,,FALSE,2,FALSE,,,,1,33,hospital/event/bp/sensor_rand_300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10348,0.003378,0,0,1,299,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10351,0.003996,0,0,0,299,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10353,0.004553,0,0,1,299,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10435,0.564913,0,0,0,299,41,130,8,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_301,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
10438,0.003652,0,0,1,299,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
10657,1.513886,0,0,0,299,38,162,10,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10658,0.002828,0,0,1,299,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
10812,1.111067,0,0,0,299,38,162,10,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10813,0.002392,0,0,1,299,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
11168,2.309449,0,0,0,299,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10346,0,0,0,0,300,161,16,1,0,,,,,,,,,,,,,,27,,,,39,,4,MQTT,16,MIX_FULL_MIX_301,5,238,TRUE,1,TRUE,TRUE,FALSE,28,,,,,,,,,,,,0,,
10352,0.006563,0,0,1,300,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
10355,0.004966,0,0,0,300,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10357,0.002608,0,0,1,300,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
10524,1.233706,0,0,0,300,41,130,8,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_302,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
10528,0.003366,0,0,1,300,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10790,1.683619,0,0,0,300,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10791,0.002366,0,0,1,300,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
10906,0.994859,0,0,0,300,80,51,3,,FALSE,1,TRUE,,,,1,33,hospital/vital/hr/sensor_rand_304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10907,0.002589,0,0,1,300,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
11013,0.647768,0,0,0,300,80,51,3,,FALSE,1,TRUE,,,,1,33,hospital/vital/hr/sensor_rand_305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11014,0.002912,0,0,1,300,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,
11098,0.595154,0,0,0,300,41,130,8,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_306,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
11100,0.004659,0,0,1,300,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
11233,0.906486,0,0,0,300,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11235,0.002808,0,0,1,300,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
11485,1.760306,0,0,0,300,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11486,0.002077,0,0,1,300,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
11743,1.252119,0,0,0,300,80,50,3,,FALSE,1,FALSE,,,,1,33,hospital/vital/hr/sensor_rand_309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11744,0.003798,0,0,1,300,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,
11861,0.671238,0,0,0,300,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11865,0.006524,0,0,1,300,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
13087,7.750542,0,0,0,300,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13089,0.001351,0,0,1,300,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
13239,1.182859,0,0,0,300,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13240,0.002641,0,0,1,300,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
13408,1.135355,0,0,0,300,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13410,0.003622,0,0,1,300,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
13629,1.601694,0,0,0,300,80,51,3,,FALSE,1,TRUE,,,,1,33,hospital/vital/hr/sensor_rand_315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13630,0.002655,0,0,1,300,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,
13778,1.004777,0,0,0,300,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10379,0,0,0,0,301,134,16,1,0,,,,,,,,,,,,,,27,,,,39,,4,MQTT,16,MIX_FULL_MIX_302,5,46,TRUE,1,TRUE,TRUE,FALSE,18,,,,,,,,,,,,0,,
10380,0.003087,0,0,1,301,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
10452,0.48396,0,0,0,301,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10405,0,0,0,0,302,95,16,1,0,,,,,,,,,,,,,,,,,,,,4,MQTT,16,MIX_FULL_MIX_303,5,192,FALSE,0,FALSE,FALSE,FALSE,11,,,,,,,,,,,,0,,
10407,0.002354,0,0,1,302,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
10410,0.00449,0,0,0,302,44,162,10,2,,,,,,,65526,39,hospital/status/battery/sensor_rand_303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10412,0.002999,0,0,1,302,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
11483,7.474829,0,0,0,302,44,162,10,2,,,,,,,65526,39,hospital/status/battery/sensor_rand_305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11484,0.002601,0,0,1,302,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
11830,1.674537,0,0,0,302,47,130,8,2,,,,,,,65526,39,hospital/status/battery/sensor_rand_306,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
11831,0.00399,0,0,1,302,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
12128,1.736851,0,0,0,302,44,162,10,2,,,,,,,65526,39,hospital/status/battery/sensor_rand_307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12129,0.003401,0,0,1,302,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
12408,1.810164,0,0,0,302,101,49,3,,FALSE,0,TRUE,,,,,39,hospital/status/battery/sensor_rand_308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12534,0.814196,0,0,0,302,47,130,8,2,,,,,,,65526,39,hospital/status/battery/sensor_rand_309,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
12535,0.004353,0,0,1,302,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
12673,1.201823,0,0,0,302,47,130,8,2,,,,,,,65526,39,hospital/status/battery/sensor_rand_310,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
12675,0.012644,0,0,1,302,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
12860,1.096287,0,0,0,302,44,162,10,2,,,,,,,65526,39,hospital/status/battery/sensor_rand_311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12861,0.00284,0,0,1,302,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
13036,1.199572,0,0,0,302,44,162,10,2,,,,,,,65526,39,hospital/status/battery/sensor_rand_312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13041,0.003075,0,0,1,302,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
13229,1.144258,0,0,0,302,101,49,3,,FALSE,0,TRUE,,,,,39,hospital/status/battery/sensor_rand_313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13264,0.44893,0,0,0,302,101,49,3,,FALSE,0,TRUE,,,,,39,hospital/status/battery/sensor_rand_314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13356,0.477985,0,0,0,302,47,130,8,2,,,,,,,65526,39,hospital/status/battery/sensor_rand_315,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
13357,0.003297,0,0,1,302,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
13523,1.552005,0,0,0,302,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10437,0,0,0,0,303,161,16,1,0,,,,,,,,,,,,,,27,,,,39,,4,MQTT,16,MIX_FULL_MIX_304,5,238,TRUE,1,TRUE,TRUE,FALSE,22,,,,,,,,,,,,0,,
10439,0.004535,0,0,1,303,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
10442,0.004132,0,0,0,303,80,51,3,,FALSE,1,TRUE,,,,1,33,hospital/vital/hr/sensor_rand_304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10443,0.002375,0,0,1,303,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
10523,0.660608,0,0,0,303,80,51,3,,FALSE,1,TRUE,,,,1,33,hospital/vital/hr/sensor_rand_305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10526,0.003521,0,0,1,303,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,
10666,0.906468,0,0,0,303,80,51,3,,FALSE,1,TRUE,,,,1,33,hospital/vital/hr/sensor_rand_306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10667,0.007337,0,0,1,303,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,
10757,0.624939,0,0,0,303,80,50,3,,FALSE,1,FALSE,,,,1,33,hospital/vital/hr/sensor_rand_307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10758,0.002184,0,0,1,303,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
10800,0.27771,0,0,0,303,41,130,8,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_308,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
10801,0.002888,0,0,1,303,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
11023,1.597505,0,0,0,303,41,130,8,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_309,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
11024,0.003535,0,0,1,303,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
11746,4.439374,0,0,1,303,79,50,3,,FALSE,1,FALSE,,,,1,33,hospital/vital/hr/sensor_rand_309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11753,0.00536,0,0,0,303,2,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12392,3.789737,0,0,0,303,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10462,0,0,0,0,304,161,16,1,0,,,,,,,,,,,,,,27,,,,39,,4,MQTT,16,MIX_FULL_MIX_305,5,238,TRUE,1,TRUE,TRUE,FALSE,23,,,,,,,,,,,,0,,
10463,0.004484,0,0,1,304,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
10465,0.004703,0,0,0,304,41,130,8,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_305,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
10466,0.003061,0,0,1,304,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
10527,0.556262,0,0,1,304,79,50,3,,FALSE,1,FALSE,,,,1,33,hospital/vital/hr/sensor_rand_305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10533,0.006167,0,0,0,304,2,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10600,0.583537,0,0,0,304,41,130,8,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_306,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
10602,0.003168,0,0,1,304,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
10668,0.321289,0,0,1,304,79,50,3,,FALSE,1,FALSE,,,,2,33,hospital/vital/hr/sensor_rand_306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10671,0.005023,0,0,0,304,2,64,4,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10823,1.167363,0,0,0,304,125,52,3,,FALSE,2,FALSE,,,,1,33,hospital/event/bp/sensor_rand_307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10827,0.003072,0,0,1,304,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10831,0.004688,0,0,0,304,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10834,0.002002,0,0,1,304,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10913,0.636397,0,0,0,304,41,130,8,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_308,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
10915,0.00233,0,0,1,304,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
11015,0.599208,0,0,1,304,79,50,3,,FALSE,1,FALSE,,,,3,33,hospital/vital/hr/sensor_rand_305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11018,0.00572,0,0,0,304,2,64,4,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11143,0.855402,0,0,0,304,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10517,0,0,0,0,305,161,16,1,0,,,,,,,,,,,,,,27,,,,39,,4,MQTT,16,MIX_FULL_MIX_306,5,206,FALSE,1,TRUE,TRUE,FALSE,0,,,,,,,,,,,,0,,
10518,0.004089,0,0,1,305,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
10520,0.004703,0,0,0,305,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10521,0.002479,0,0,1,305,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
11731,7.750906,0,0,0,305,41,130,8,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_308,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
11732,0.003926,0,0,1,305,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
11945,1.483564,0,0,0,305,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11947,0.003925,0,0,1,305,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
12194,1.281921,0,0,0,305,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12195,0.004343,0,0,1,305,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
12406,1.334032,0,0,0,305,125,53,3,,FALSE,2,TRUE,,,,1,33,hospital/event/bp/sensor_rand_311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12407,0.004181,0,0,1,305,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12410,0.005163,0,0,0,305,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12411,0.002693,0,0,1,305,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13476,7.412321,0,0,0,305,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13478,0.002501,0,0,1,305,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
13740,1.691154,0,0,0,305,41,130,8,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_314,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
13741,0.002835,0,0,1,305,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
13873,1.252292,0,0,0,305,41,130,8,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_315,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
13874,0.003277,0,0,1,305,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
13875,9.7E-05,0,0,1,305,124,53,3,,FALSE,2,TRUE,,,,1,33,hospital/event/bp/sensor_rand_315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13878,0.00502,0,0,0,305,2,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13879,0.002057,0,0,1,305,4,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13882,0.004613,0,0,0,305,2,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
14039,1.285418,0,0,0,305,126,53,3,,FALSE,2,TRUE,,,,1,33,hospital/event/bp/sensor_rand_316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
14042,0.002879,0,0,1,305,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
14046,0.006355,0,0,0,305,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
14048,0.002159,0,0,1,305,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
14140,0.633736,0,0,0,305,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
14141,0.002264,0,0,1,305,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
14289,1.096623,0,0,0,305,38,162,10,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
14291,0.002499,0,0,1,305,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
14482,1.318357,0,0,0,305,41,130,8,2,,,,,,,65526,33,hospital/event/bp/sensor_rand_319,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
14483,0.00279,0,0,1,305,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
14804,2.296606,0,0,0,305,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10622,0,0,0,0,306,95,16,1,0,,,,,,,,,,,,,,,,,,,,4,MQTT,16,MIX_FULL_MIX_307,5,192,FALSE,0,FALSE,FALSE,FALSE,26,,,,,,,,,,,,0,,
10623,0.005318,0,0,1,306,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
11548,6.147174,0,0,0,306,41,130,8,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_308,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
11549,0.00654,0,0,1,306,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
11737,0.9395,0,0,0,306,41,130,8,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_309,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
11738,0.003282,0,0,1,306,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
11747,0.103157,0,0,1,306,79,50,3,,FALSE,1,FALSE,,,,1,33,hospital/vital/hr/sensor_rand_309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11752,0.005222,0,0,0,306,2,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11958,1.382776,0,0,0,306,38,162,10,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
11959,0.002028,0,0,1,306,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
12338,1.969636,0,0,0,306,125,52,3,,FALSE,2,FALSE,,,,1,33,hospital/event/bp/sensor_rand_311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12339,0.003539,0,0,1,306,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12341,0.004142,0,0,0,306,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12342,0.002862,0,0,1,306,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12481,0.937533,0,0,0,306,38,162,10,2,,,,,,,65526,33,hospital/vital/hr/sensor_rand_312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
12483,0.002824,0,0,1,306,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
